Company_name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage(kmpl),Engine(CC),Power(bph),Seats,Price(L)
Hyundai,Delhi,2014,67407,Diesel,Manual,First,21.27,1396,88.76,5,NA
Toyota,Hyderabad,2014,107825,Diesel,Manual,First,13,2982,168.5,7,NA
Mahindra,Chennai,2006,82453,Diesel,Manual,First,13.6,2523,63,8,NA
Maruti,Chennai,2007,30441,Petrol,Manual,First,15.9,1298,85,5,NA
Hyundai,Chennai,2002,70000,Petrol,Manual,Third,NA,1086,NA,5,NA
Mini,Mumbai,2016,11000,Diesel,Automatic,First,20.7,1496,113.98,5,29.5
Audi,Hyderabad,2015,61000,Diesel,Automatic,First,15.73,1968,174.33,5,25
Hyundai,Delhi,2013,48454,Petrol,Manual,Second,17,1197,80,5,3.5
Tata,Jaipur,2017,37000,Diesel,Manual,First,14.1,2179,154,7,11.25
Honda,Kochi,2017,32249,Diesel,Manual,First,21.9,1498,98.6,7,10.79
Volkswagen,Kolkata,2013,58000,Diesel,Manual,First,19.33,1968,138.03,5,5.9
Hyundai,Jaipur,2017,28360,Petrol,Manual,First,19.1,1197,81.86,5,5.12
Maruti,Mumbai,2017,7000,Petrol,Manual,First,20.89,1197,81.8,5,NA
BMW,Coimbatore,2016,19658,Diesel,Automatic,First,18.12,1995,190,5,NA
Ford,Hyderabad,2007,92000,Petrol,Manual,First,13.8,1299,70,5,1.25
Hyundai,Kolkata,2013,25000,Petrol,Manual,First,20.36,1197,78.9,5,2.65
Hyundai,Coimbatore,2016,37882,Diesel,Manual,First,22.32,1582,126.3,5,9.19
BMW,Bangalore,2014,69330,Diesel,Automatic,First,16.07,1995,181,5,23.5
Mercedes-Benz,Delhi,2011,61000,Petrol,Automatic,First,12.3,1796,185,5,12.5
Chevrolet,Kolkata,2010,35000,Petrol,Manual,Second,18.6,1199,79.4,5,1.5
Hyundai,Jaipur,2004,200000,Petrol,Manual,First,NA,1086,NA,5,0.8
Tata,Jaipur,2009,82000,Diesel,Manual,Second,13.5,1405,NA,5,0.75
Mahindra,Delhi,2012,72450,Diesel,Manual,First,15.1,2179,140,5,8.1
Maruti,Jaipur,2017,36381,Diesel,Manual,First,28.09,1248,88.5,5,9.75
Mercedes-Benz,Coimbatore,2017,25559,Diesel,Automatic,First,19.71,2143,201.15,7,37.93
Honda,Chennai,2005,100000,Petrol,Automatic,Third,16.4,1497,78,5,1.96
Toyota,Jaipur,2015,94000,Diesel,Automatic,First,11.5,2982,169,7,20.5
Maruti,Bangalore,2011,64357,Petrol,Manual,First,24.07,998,67.1,5,2.75
Jaguar,Mumbai,2017,10501,Petrol,Automatic,First,9.43,1999,237.4,5,75
Hyundai,Chennai,2009,47000,Diesel,Manual,First,21.9,1396,90,5,2.8
Honda,Mumbai,2017,18000,Petrol,Automatic,First,16,1497,117.3,7,9.25
Toyota,Chennai,2007,89000,Petrol,Manual,First,13.4,1794,125,5,3
Audi,Coimbatore,2014,49964,Diesel,Automatic,First,17.68,1968,174.33,5,23.89
Toyota,Mumbai,2014,35000,Diesel,Manual,First,12.99,2494,100.6,7,12.75
